time_window_ms;center_frequency_hz;bandwidth_hz;RSSI_dB;SNR_dB;puissance_moyenne;variance_IQ;kurtosis;skewness;PSD_mean;occupation_spectrale;ISR_dB;RSRP_dB;RSRQ_dB;EVM_percent;BER_est;file_id;window_id;rf_pattern;anomaly_score;is_anomaly;threshold_p99;bin_path;sample_rate_hz;iq_dataform;delta_snr;delta_evm;delta_anomaly_score;cos_sim_prev;cfo_hz;delta_cfo_hz;cos_sim_0_2;cos_sim_1_3;window_start_ms;window_center_ms;cfo_khz;delta_cfo_khz;arocle_rf_pattern;proba_A;proba_C;proba_E;proba_L;proba_O;proba_R;arocle_rf_confidence;rf_state;uncertainty_score;S;P;E;C;T;R;A;Score_SPECTRA;SPECTRA_level;anomaly_score_scaled;Score_SPECTRA_norm;RiskScore_RF;priority
5,2897;1734000000,0;48000000,0;-36,4538;16,6102;0,0002262673660879;0,0002262673951918;-0,014894;-0,00388;3,682010425720694e-12;0,790527;1,2265;-60,7135;-59,6926;14,7736;0,0949721435986785;IQ_2024-04-20T22-06-29_647187383.json;2;chirp;0,0008294324980739;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-29_647187383.bin;61440000,0;2;-0,0645000000000024;0,1090999999999997;-0,0010037226347549;0,999994105562668;-30718678,0;-1360,0;0,9999784724661926;0,9997176610811872;10,5794;13,22425;-30718,678;-1,36;normal;0,4234102013406867;0,0033957108275594;0,0595199880949667;0,0412108312224997;0,0215257421559988;0,4509375263582882;0,4509375263582882;normal;0,5490624736417118;3;1;1;1;2;2;3;13;faible;0,016588649961478;0,6190476190476191;0,010269164261867332;low
5,2897;1734000000,0;48000000,0;-36,4052;17,1041;0,000228814271395;0,0002288142277393;-0,011218;-0,003551;3,722857525728651e-12;0,791016;3,032;-60,6649;-59,6467;13,9571;0,0903956605703318;IQ_2024-04-20T22-06-29_647187383.json;3;chirp;0,0041268766914627;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-29_647187383.bin;61440000,0;2;0,4939;-0,8164999999999996;0,0032974441933888;0,9997699543651312;-30718892,0;-214,0;0,9999784724661926;0,9997176610811872;15,8691;18,51395;-30718,892;-0,214;normal;0,1485241320907791;0,1105282133843204;0,5212079592631821;0,2166223378988928;0,0;0,0031173573628257;0,5212079592631821;normal;0,4787920407368179;3;1;1;1;1;2;3;12;faible;0,08253753382925401;0,5714285714285714;0,047164305045288;low
5,2897;1734000000,0;48000000,0;-36,4679;16,4786;0,0002255322469864;0,0002255322033306;-0,006663;-0,002471;3,669313117238282e-12;0,790039;0,9618;-60,7276;-59,7041;14,9993;0,0962307455120321;IQ_2024-04-20T22-06-33_72054922.json;0;chirp;0,0013245899069853;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-33_72054922.bin;61440000,0;2;0,0;0,0;0,0;1,0;-30719090,0;0,0;0,9999972437090046;0,9999525401677218;0,0;2,64485;-30719,09;0,0;L;0,2420234095276264;0,0047184739069933;0,0936414859145768;0,293199548327537;0,2918949433075167;0,0745221390157497;0,293199548327537;pre_attack;0,706800451672463;3;1;1;1;1;2;3;12;significatif;0,026491798139706;0,5714285714285714;0,015138170365546285;significant
5,2897;1734000000,0;48000000,0;-36,4628;16,9599;0,0002257966552861;0,000225796320592;-0,008152;0,003161;3,673017619221231e-12;0,791504;0,9074;-60,7225;-59,707;14,1908;0,0917089886676197;IQ_2024-04-20T22-06-33_72054922.json;1;chirp;0,0010495402202504;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-33_72054922.bin;61440000,0;2;0,4813000000000009;-0,8085000000000004;-0,0002750496867348;0,9999511626746934;-30718846,0;244,0;0,9999972437090046;0,9999525401677218;5,2897;7,93455;-30718,846;0,244;normal;0,1603405077960339;0,2426714458186633;0,1509251733835312;0,4138876969993837;0,0125912989769805;0,0195838770254072;0,4138876969993837;normal;0,5861123030006163;3;1;1;1;1;2;3;12;faible;0,020990804405008;0,5714285714285714;0,011994745374290286;low
5,2897;1734000000,0;48000000,0;-36,4803;16,5905;0,0002248891250928;0,0002248891250928;-0,008719;-0,004321;3,6597790770143135e-12;0,791016;0,9767;-60,74;-59,7219;14,8073;0,0951600679454847;IQ_2024-04-20T22-06-33_72054922.json;2;chirp;0,0032898909436284;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-33_72054922.bin;61440000,0;2;-0,3694000000000024;0,6165000000000003;0,002240350723378;0,9999714116748922;-30710474,0;8372,0;0,9999972437090046;0,9999525401677218;10,5794;13,22425;-30710,474;8,372;normal;0,8348919342858377;0,0018526977419265;0,0076886874870671;0,138524763594143;0,0013846153846153;0,01565730150641;0,8348919342858377;normal;0,1651080657141622;3;1;1;1;3;2;3;14;faible;0,065797818872568;0,6666666666666666;0,043865212581712;low
5,2897;1734000000,0;48000000,0;-36,4709;16,5277;0,0002253797574667;0,0002253787533845;-0,012008;-0,001013;3,6682445275770795e-12;0,790527;1,2985;-60,7305;-59,7097;14,9147;0,0957590186814806;IQ_2024-04-20T22-06-33_72054922.json;3;chirp;0,002644456497474;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-33_72054922.bin;61440000,0;2;-0,0627999999999993;0,1074000000000001;-0,0006454344461544;0,9999934308223944;-30715186,0;-4712,0;0,9999972437090046;0,9999525401677218;15,8691;18,51395;-30715,186;-4,712;normal;0,3699365923571414;0,0032931467249953;0,0405937024144538;0,2359158437177141;0,0144813205035771;0,3357793942821181;0,3699365923571414;normal;0,6300634076428586;3;1;1;1;2;2;3;13;faible;0,052889129949479995;0,6190476190476191;0,03274088996872571;low
5,2897;1734000000,0;48000000,0;-36,4721;17,3118;0,0002253130223834;0,0002253126003779;-0,012946;0,004679;3,661636532176216e-12;0,791992;1,0703;-60,7318;-59,719;13,6273;0,0885378208295856;IQ_2024-04-20T22-06-36_631108744.json;0;chirp;0,0058258065780935;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-36_631108744.bin;61440000,0;2;0,0;0,0;0,0;1,0;30719686,0;0,0;0,999581214945606;0,9999888888333188;0,0;2,64485;30719,686;0,0;normal;0,1659069417322764;0,2345851966492148;0,0726867052525351;0,0724133597137347;0,3977158306574825;0,0566919659947563;0,3977158306574825;normal;0,6022841693425175;3;1;1;1;1;2;3;12;faible;0,11651613156187;0,5714285714285714;0,06658064660678285;low
5,2897;1734000000,0;48000000,0;-36,4541;16,8046;0,0002262500056531;0,0002262500056531;-0,009282;0,00484;3,6801204444936175e-12;0,790527;1,0715;-60,7138;-59,693;14,4468;0,0931444538656188;IQ_2024-04-20T22-06-36_631108744.json;1;chirp;0,0012902998548382;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-36_631108744.bin;61440000,0;2;-0,507200000000001;0,8194999999999997;-0,0045355067232553;0,99994873196735;-30716034,0;-61435720,0;0,999581214945606;0,9999888888333188;5,2897;7,93455;-30716,034;-61435,72;normal;0,9724777210389528;0,0042453227045864;0,0082865892669769;0,0;0,0;0,0149903669894841;0,9724777210389528;normal;0,0275222789610473;3;1;1;1;3;2;3;14;faible;0,025805997096764;0,6666666666666666;0,017203998064509333;low
5,2897;1734000000,0;48000000,0;-36,4276;16,655;0,0002276350278407;0,0002276347513543;-0,013039;-0,001273;3,703351861283899e-12;0,790039;3,5231;-60,6873;-59,6638;14,6978;0,0945483432286558;IQ_2024-04-20T22-06-36_631108744.json;2;chirp;0,0019318216938494;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-36_631108744.bin;61440000,0;2;-0,1495999999999995;0,2510000000000012;0,0006415218390112;0,9996640081976416;-30719504,0;-3470,0;0,999581214945606;0,9999888888333188;10,5794;13,22425;-30719,504;-3,47;normal;0,4407001219832244;0,0047014159426766;0,0419880715485702;0,0179997857867226;0,0036667051189617;0,4909438996198442;0,4909438996198442;normal;0,5090561003801558;3;1;1;1;2;2;3;13;faible;0,038636433876988;0,6190476190476191;0,023917792400040192;low
5,2897;1734000000,0;48000000,0;-36,4607;16,5764;0,0002259046159451;0,0002259046159451;-0,014163;-0,00225;3,676357829274224e-12;0,791016;1,022;-60,7204;-59,7023;14,8313;0,0952941117929873;IQ_2024-04-20T22-06-36_631108744.json;3;chirp;0,0017888710190593;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-36_631108744.bin;61440000,0;2;-0,0786000000000015;0,1334999999999997;-0,0001429506747901;0,9996538835037084;-30712716,0;6788,0;0,999581214945606;0,9999888888333188;15,8691;18,51395;-30712,716;6,788;normal;0,454305051992688;0,0035386252450021;0,057796639132077;0,011477265268911;0,0024813205035771;0,4704010978577445;0,4704010978577445;normal;0,5295989021422556;3;1;1;1;2;2;3;13;faible;0,035777420381186;0,6190476190476191;0,02214792690263895;low
5,2897;1734000000,0;48000000,0;-36,458;17,2071;0,0002260469918837;0,0002260468463646;-0,010063;-0,003982;3,674600554393059e-12;0,791992;1,0019;-60,7177;-59,7049;13,7926;0,0894695287992196;IQ_2024-04-20T22-06-40_174798921.json;0;chirp;0,0038352086264064;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-40_174798921.bin;61440000,0;2;0,0;0,0;0,0;1,0;-30719268,0;0,0;0,999982068216434;0,999984916347006;0,0;2,64485;-30719,268;0,0;normal;0,1671691483348723;0,1727940787102246;0,0596727833631492;0,1576150412642033;0,3817473449201514;0,0610016034073991;0,3817473449201514;normal;0,6182526550798486;3;1;1;1;1;2;3;12;faible;0,076704172528128;0,5714285714285714;0,043830955730358855;low
5,2897;1734000000,0;48000000,0;-36,4754;16,7836;0,0002251427213195;0,0002251417899969;-0,017671;0,002863;3,662654381175745e-12;0,790527;0,8922;-60,7351;-59,7143;14,4818;0,0933403687110594;IQ_2024-04-20T22-06-40_174798921.json;1;chirp;0,0004731664589193;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-40_174798921.bin;61440000,0;2;-0,4235000000000006;0,6891999999999996;-0,0033620421674871;0,9999633660575996;30715344,0;61434612,0;0,999982068216434;0,999984916347006;5,2897;7,93455;30715,344;61434,612;normal;0,9678902762219482;0,0027860310752598;0,0102737665419826;0,0047302105978675;0,0;0,0143197155629417;0,9678902762219482;normal;0,0321097237780517;3;1;1;1;3;2;3;14;faible;0,009463329178386;0,6666666666666666;0,006308886118924;low
5,2897;1734000000,0;48000000,0;-36,4561;16,9069;0,0002261470654048;0,000226146687055;-0,012557;0,002692;3,682273670008174e-12;0,791504;1,0044;-60,7158;-59,7003;14,2776;0,0921959275410548;IQ_2024-04-20T22-06-40_174798921.json;2;chirp;0,0010905222717774;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-40_174798921.bin;61440000,0;2;0,1233000000000004;-0,2042000000000001;0,0006173558128581;0,9999961905694283;-30719106,0;-61434450,0;0,999982068216434;0,999984916347006;10,5794;13,22425;-30719,106;-61434,45;E;0,1620565089327203;0,1937023257106387;0,2481597695044418;0,1534838485937976;0,2185148560849178;0,0240826911734835;0,2481597695044418;pre_attack;0,7518402304955581;3;1;1;1;1;2;3;12;significatif;0,021810445435548;0,5714285714285714;0,012463111677456;significant
5,2897;1734000000,0;48000000,0;-36,465;16,5305;0,0002256837324239;0,0002256831648992;-0,004339;0,00111;3,6712273845940224e-12;0,791016;1,0539;-60,7247;-59,7065;14,9099;0,0957326482547964;IQ_2024-04-20T22-06-40_174798921.json;3;chirp;0,0032000236625025;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-40_174798921.bin;61440000,0;2;-0,3764000000000003;0,6323000000000008;0,0021095013907251;0,9999701245724884;30716540,0;61435646,0;0,999982068216434;0,999984916347006;15,8691;18,51395;30716,54;61435,646;normal;0,9754040386929216;0,0027860310752598;0,0080378027429255;0,0047302105978675;0,0013846153846153;0,00765730150641;0,9754040386929216;normal;0,0245959613070785;3;1;1;1;3;2;3;14;faible;0,06400047325005;0,6666666666666666;0,04266698216669999;low
5,2897;1734000000,0;48000000,0;-36,4669;16,9065;0,0002255863073514;0,0002255863073514;-0,021747;0,00212;3,66974940019249e-12;0,791016;0,9998;-60,7266;-59,7084;14,2782;0,0921997259744687;IQ_2024-04-20T22-06-43_588796968.json;0;chirp;0,0012050762146386;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-43_588796968.bin;61440000,0;2;0,0;0,0;0,0;1,0;-30719200,0;0,0;0,9996632072625992;0,9998886394784572;0,0;2,64485;-30719,2;0,0;normal;0,2483028080449223;0,0185159116711273;0,2729491518570197;0,0129816442482745;0,3708626197973548;0,0763878643813012;0,3708626197973548;normal;0,6291373802026452;3;1;1;1;1;2;3;12;faible;0,024101524292772;0,5714285714285714;0,013772299595869713;low
5,2897;1734000000,0;48000000,0;-36,4713;17,3169;0,0002253575221402;0,0002253575075883;-0,00565;-0,002527;3,666608683339234e-12;0,791992;0,9957;-60,731;-59,7182;13,6194;0,08849277711076;IQ_2024-04-20T22-06-43_588796968.json;1;chirp;0,0032812617681441;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-43_588796968.bin;61440000,0;2;0,4103999999999992;-0,6587999999999994;0,0020761855535055;0,9999667829431926;30718056,0;61437256,0;0,9996632072625992;0,9998886394784572;5,2897;7,93455;30718,056;61437,256;normal;0,1116259796241059;0,4651062460632263;0,1787302926805488;0,1989220568878252;0,0286487131879195;0,0169667115563744;0,4651062460632263;normal;0,5348937539367736;3;1;1;1;1;2;3;12;faible;0,065625235362882;0,5714285714285714;0,03750013449307543;low
5,2897;1734000000,0;48000000,0;-36,4467;16,593;0,0002266344235977;0,0002266343071823;-0,018414;-0,004333;3,6864153223070676e-12;0,791016;3,3961;-60,7064;-59,6883;14,8031;0,095136402841894;IQ_2024-04-20T22-06-43_588796968.json;2;chirp;0,0060865608228139;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-43_588796968.bin;61440000,0;2;-0,7239000000000004;1,1837;0,0028052990546697;0,9995766417391106;-30716860,0;-61434916,0;0,9996632072625992;0,9998886394784572;10,5794;13,22425;-30716,86;-61434,916;normal;0,9939376756066411;0,0009333333333333;0,0003703703703703;0,0;0,0;0,0047586206896551;0,9939376756066411;normal;0,0060623243933588;3;1;1;1;3;2;3;14;faible;0,12173121645627799;0,6666666666666666;0,08115414430418533;low
5,2897;1734000000,0;48000000,0;-36,478;16,5753;0,0002250094839837;0,0002250090183224;-0,015159;8,2e-05;3,661415788613898e-12;0,789551;0,9752;-60,7377;-59,7115;14,8333;0,0953049452507315;IQ_2024-04-20T22-06-43_588796968.json;3;chirp;0,003269059520322;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-43_588796968.bin;61440000,0;2;-0,0177000000000013;0,0301999999999988;-0,0028175013024919;0,99967714698026;-30717940,0;-1080,0;0,9996632072625992;0,9998886394784572;15,8691;18,51395;-30717,94;-1,08;normal;0,4490157414297532;0,0078386363130708;0,1350118292258098;0,0314686715261469;0,0158081916364474;0,3608569298687716;0,4490157414297532;normal;0,5509842585702468;3;1;1;1;1;2;3;12;faible;0,06538119040644;0,5714285714285714;0,03736068023225143;low
5,2897;1734000000,0;48000000,0;-36,4849;16,77;0,0002246531803393;0,0002246528747491;-0,003289;-0,002928;3,655929291940252e-12;0,791016;1,0143;-60,7446;-59,7264;14,5044;0,0934668575018972;IQ_2024-04-20T22-06-47_141232048.json;0;chirp;0,0029374941237469;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-47_141232048.bin;61440000,0;2;0,0;0,0;0,0;1,0;30719408,0;0,0;0,999991396287971;0,9995590140773442;0,0;2,64485;30719,408;0,0;O;0,2302428049612953;0,0074965816417999;0,133932715368673;0,259167157212291;0,2987627625066723;0,0703979783092684;0,2987627625066723;pre_attack;0,7012372374933278;3;1;3;1;1;2;3;14;significatif;0,058749882474938;0,6666666666666666;0,03916658831662533;significant
5,2897;1734000000,0;48000000,0;-36,4861;16,8808;0,0002245885552838;0,00022458852618;-0,005876;0,002041;3,6556578077162616e-12;0,789795;0,9603;-60,7458;-59,721;14,3205;0,0924366631051752;IQ_2024-04-20T22-06-47_141232048.json;1;chirp;0,0060804362671364;0;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-47_141232048.bin;61440000,0;2;0,1108000000000011;-0,1839000000000012;0,0031429421433894;0,9999973042721748;30717440,0;-1968,0;0,999991396287971;0,9995590140773442;5,2897;7,93455;30717,44;-1,968;normal;0,1666197293563721;0,0189947772443808;0,2418428833210195;0,3604108547664058;0,1971276620213769;0,0150040932904449;0,3604108547664058;normal;0,6395891452335942;3;1;1;1;1;2;3;12;faible;0,12160872534272799;0,5714285714285714;0,06949070019584457;low
