time_window_ms;center_frequency_hz;bandwidth_hz;RSSI_dB;SNR_dB;puissance_moyenne;variance_IQ;kurtosis;skewness;PSD_mean;occupation_spectrale;ISR_dB;RSRP_dB;RSRQ_dB;EVM_percent;BER_est;file_id;window_id;rf_pattern;threshold_p99;bin_path;sample_rate_hz;iq_dataform;delta_snr;delta_evm;delta_anomaly_score;cos_sim_prev;cfo_hz;delta_cfo_hz;cos_sim_0_2;cos_sim_1_3;window_start_ms;window_center_ms;cfo_khz;delta_cfo_khz;is_anomaly;anomaly_score;risk_score;state;rf_pattern_arocle
5,2897;1734000000,0;48000000,0;-36,4538;16,6102;0,0002262673660879;0,0002262673951918;-0,014894;-0,00388;3,682010425720694e-12;0,790527;1,2265;-60,7135;-59,6926;14,7736;0,0949721435986785;IQ_2024-04-20T22-06-29_647187383.json;2;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-29_647187383.bin;61440000,0;2;-0,0645000000000024;0,1090999999999997;-0,0010037226347549;0,999994105562668;-30718678,0;-1360,0;0,9999784724661926;0,9997176610811872;10,5794;13,22425;-30718,678;-1,36;0;0,0008294324980739;0,024100301374326318;normal;normal
5,2897;1734000000,0;48000000,0;-36,4052;17,1041;0,000228814271395;0,0002288142277393;-0,011218;-0,003551;3,722857525728651e-12;0,791016;3,032;-60,6649;-59,6467;13,9571;0,0903956605703318;IQ_2024-04-20T22-06-29_647187383.json;3;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-29_647187383.bin;61440000,0;2;0,4939;-0,8164999999999996;0,0032974441933888;0,9997699543651312;-30718892,0;-214,0;0,9999784724661926;0,9997176610811872;15,8691;18,51395;-30718,892;-0,214;0;0,0041268766914627;0,002598512309698025;normal;normal
5,2897;1734000000,0;48000000,0;-36,4679;16,4786;0,0002255322469864;0,0002255322033306;-0,006663;-0,002471;3,669313117238282e-12;0,790039;0,9618;-60,7276;-59,7041;14,9993;0,0962307455120321;IQ_2024-04-20T22-06-33_72054922.json;0;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-33_72054922.bin;61440000,0;2;0,0;0,0;0,0;1,0;-30719090,0;0,0;0,9999972437090046;0,9999525401677218;0,0;2,64485;-30719,09;0,0;0;0,0013245899069853;0,00046360646744485494;normal;normal
5,2897;1734000000,0;48000000,0;-36,4628;16,9599;0,0002257966552861;0,000225796320592;-0,008152;0,003161;3,673017619221231e-12;0,791504;0,9074;-60,7225;-59,707;14,1908;0,0917089886676197;IQ_2024-04-20T22-06-33_72054922.json;1;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-33_72054922.bin;61440000,0;2;0,4813000000000009;-0,8085000000000004;-0,0002750496867348;0,9999511626746934;-30718846,0;244,0;0,9999972437090046;0,9999525401677218;5,2897;7,93455;-30718,846;0,244;0;0,0010495402202504;0,00036733907708764;normal;normal
5,2897;1734000000,0;48000000,0;-36,4803;16,5905;0,0002248891250928;0,0002248891250928;-0,008719;-0,004321;3,6597790770143135e-12;0,791016;0,9767;-60,74;-59,7219;14,8073;0,0951600679454847;IQ_2024-04-20T22-06-33_72054922.json;2;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-33_72054922.bin;61440000,0;2;-0,3694000000000024;0,6165000000000003;0,002240350723378;0,9999714116748922;-30710474,0;8372,0;0,9999972437090046;0,9999525401677218;10,5794;13,22425;-30710,474;8,372;0;0,0032898909436284;0,13746558458345276;normal;normal
5,2897;1734000000,0;48000000,0;-36,4709;16,5277;0,0002253797574667;0,0002253787533845;-0,012008;-0,001013;3,6682445275770795e-12;0,790527;1,2985;-60,7305;-59,7097;14,9147;0,0957590186814806;IQ_2024-04-20T22-06-33_72054922.json;3;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-33_72054922.bin;61440000,0;2;-0,0627999999999993;0,1074000000000001;-0,0006454344461544;0,9999934308223944;-30715186,0;-4712,0;0,9999972437090046;0,9999525401677218;15,8691;18,51395;-30715,186;-4,712;0;0,002644456497474;0,024225559774115772;normal;normal
5,2897;1734000000,0;48000000,0;-36,4721;17,3118;0,0002253130223834;0,0002253126003779;-0,012946;0,004679;3,661636532176216e-12;0,791992;1,0703;-60,7318;-59,719;13,6273;0,0885378208295856;IQ_2024-04-20T22-06-36_631108744.json;0;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-36_631108744.bin;61440000,0;2;0,0;0,0;0,0;1,0;30719686,0;0,0;0,999581214945606;0,9999888888333188;0,0;2,64485;30719,686;0,0;0;0,0058258065780935;0,002039032302332725;normal;normal
5,2897;1734000000,0;48000000,0;-36,4541;16,8046;0,0002262500056531;0,0002262500056531;-0,009282;0,00484;3,6801204444936175e-12;0,790527;1,0715;-60,7138;-59,693;14,4468;0,0931444538656188;IQ_2024-04-20T22-06-36_631108744.json;1;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-36_631108744.bin;61440000,0;2;-0,507200000000001;0,8194999999999997;-0,0045355067232553;0,99994873196735;-30716034,0;-61435720,0;0,999581214945606;0,9999888888333188;5,2897;7,93455;-30716,034;-61435,72;0;0,0012902998548382;0,18384160494919355;normal;normal
5,2897;1734000000,0;48000000,0;-36,4276;16,655;0,0002276350278407;0,0002276347513543;-0,013039;-0,001273;3,703351861283899e-12;0,790039;3,5231;-60,6873;-59,6638;14,6978;0,0945483432286558;IQ_2024-04-20T22-06-36_631108744.json;2;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-36_631108744.bin;61440000,0;2;-0,1495999999999995;0,2510000000000012;0,0006415218390112;0,9996640081976416;-30719504,0;-3470,0;0,999581214945606;0,9999888888333188;10,5794;13,22425;-30719,504;-3,47;0;0,0019318216938494;0,05592067023650124;normal;normal
5,2897;1734000000,0;48000000,0;-36,4607;16,5764;0,0002259046159451;0,0002259046159451;-0,014163;-0,00225;3,676357829274224e-12;0,791016;1,022;-60,7204;-59,7023;14,8313;0,0952941117929873;IQ_2024-04-20T22-06-36_631108744.json;3;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-36_631108744.bin;61440000,0;2;-0,0786000000000015;0,1334999999999997;-0,0001429506747901;0,9996538835037084;-30712716,0;6788,0;0,999581214945606;0,9999888888333188;15,8691;18,51395;-30712,716;6,788;0;0,0017888710190593;0,029696104856671027;normal;normal
5,2897;1734000000,0;48000000,0;-36,458;17,2071;0,0002260469918837;0,0002260468463646;-0,010063;-0,003982;3,674600554393059e-12;0,791992;1,0019;-60,7177;-59,7049;13,7926;0,0894695287992196;IQ_2024-04-20T22-06-40_174798921.json;0;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-40_174798921.bin;61440000,0;2;0,0;0,0;0,0;1,0;-30719268,0;0,0;0,999982068216434;0,999984916347006;0,0;2,64485;-30719,268;0,0;0;0,0038352086264064;0,0013423230192422398;normal;normal
5,2897;1734000000,0;48000000,0;-36,4754;16,7836;0,0002251427213195;0,0002251417899969;-0,017671;0,002863;3,662654381175745e-12;0,790527;0,8922;-60,7351;-59,7143;14,4818;0,0933403687110594;IQ_2024-04-20T22-06-40_174798921.json;1;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-40_174798921.bin;61440000,0;2;-0,4235000000000006;0,6891999999999996;-0,0033620421674871;0,9999633660575996;30715344,0;61434612,0;0,999982068216434;0,999984916347006;5,2897;7,93455;30715,344;61434,612;0;0,0004731664589193;0,15378560826062185;normal;normal
5,2897;1734000000,0;48000000,0;-36,4561;16,9069;0,0002261470654048;0,000226146687055;-0,012557;0,002692;3,682273670008174e-12;0,791504;1,0044;-60,7158;-59,7003;14,2776;0,0921959275410548;IQ_2024-04-20T22-06-40_174798921.json;2;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-40_174798921.bin;61440000,0;2;0,1233000000000004;-0,2042000000000001;0,0006173558128581;0,9999961905694283;-30719106,0;-61434450,0;0,999982068216434;0,999984916347006;10,5794;13,22425;-30719,106;-61434,45;0;0,0010905222717774;0,000597757329622425;normal;normal
5,2897;1734000000,0;48000000,0;-36,465;16,5305;0,0002256837324239;0,0002256831648992;-0,004339;0,00111;3,6712273845940224e-12;0,791016;1,0539;-60,7247;-59,7065;14,9099;0,0957326482547964;IQ_2024-04-20T22-06-40_174798921.json;3;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-40_174798921.bin;61440000,0;2;-0,3764000000000003;0,6323000000000008;0,0021095013907251;0,9999701245724884;30716540,0;61435646,0;0,999982068216434;0,999984916347006;15,8691;18,51395;30716,54;61435,646;0;0,0032000236625025;0,1403683337686298;normal;normal
5,2897;1734000000,0;48000000,0;-36,4669;16,9065;0,0002255863073514;0,0002255863073514;-0,021747;0,00212;3,66974940019249e-12;0,791016;0,9998;-60,7266;-59,7084;14,2782;0,0921997259744687;IQ_2024-04-20T22-06-43_588796968.json;0;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-43_588796968.bin;61440000,0;2;0,0;0,0;0,0;1,0;-30719200,0;0,0;0,9996632072625992;0,9998886394784572;0,0;2,64485;-30719,2;0,0;0;0,0012050762146386;0,00042177667512351;normal;normal
5,2897;1734000000,0;48000000,0;-36,4713;17,3169;0,0002253575221402;0,0002253575075883;-0,00565;-0,002527;3,666608683339234e-12;0,791992;0,9957;-60,731;-59,7182;13,6194;0,08849277711076;IQ_2024-04-20T22-06-43_588796968.json;1;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-43_588796968.bin;61440000,0;2;0,4103999999999992;-0,6587999999999994;0,0020761855535055;0,9999667829431926;30718056,0;61437256,0;0,9996632072625992;0,9998886394784572;5,2897;7,93455;30718,056;61437,256;0;0,0032812617681441;0,0018751065625773598;normal;normal
5,2897;1734000000,0;48000000,0;-36,4467;16,593;0,0002266344235977;0,0002266343071823;-0,018414;-0,004333;3,6864153223070676e-12;0,791016;3,3961;-60,7064;-59,6883;14,8031;0,095136402841894;IQ_2024-04-20T22-06-43_588796968.json;2;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-43_588796968.bin;61440000,0;2;-0,7239000000000004;1,1837;0,0028052990546697;0,9995766417391106;-30716860,0;-61434916,0;0,9996632072625992;0,9998886394784572;10,5794;13,22425;-30716,86;-61434,916;0;0,0060865608228139;0,26626215095711936;pre_attack;A
5,2897;1734000000,0;48000000,0;-36,478;16,5753;0,0002250094839837;0,0002250090183224;-0,015159;8,2e-05;3,661415788613898e-12;0,789551;0,9752;-60,7377;-59,7115;14,8333;0,0953049452507315;IQ_2024-04-20T22-06-43_588796968.json;3;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-43_588796968.bin;61440000,0;2;-0,0177000000000013;0,0301999999999988;-0,0028175013024919;0,99967714698026;-30717940,0;-1080,0;0,9996632072625992;0,9998886394784572;15,8691;18,51395;-30717,94;-1,08;0;0,003269059520322;0,00770417083211284;normal;normal
5,2897;1734000000,0;48000000,0;-36,4849;16,77;0,0002246531803393;0,0002246528747491;-0,003289;-0,002928;3,655929291940252e-12;0,791016;1,0143;-60,7446;-59,7264;14,5044;0,0934668575018972;IQ_2024-04-20T22-06-47_141232048.json;0;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-47_141232048.bin;61440000,0;2;0,0;0,0;0,0;1,0;30719408,0;0,0;0,999991396287971;0,9995590140773442;0,0;2,64485;30719,408;0,0;0;0,0029374941237469;0,001028122943311415;normal;normal
5,2897;1734000000,0;48000000,0;-36,4861;16,8808;0,0002245885552838;0,00022458852618;-0,005876;0,002041;3,6556578077162616e-12;0,789795;0,9603;-60,7458;-59,721;14,3205;0,0924366631051752;IQ_2024-04-20T22-06-47_141232048.json;1;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-47_141232048.bin;61440000,0;2;0,1108000000000011;-0,1839000000000012;0,0031429421433894;0,9999973042721748;30717440,0;-1968,0;0,999991396287971;0,9995590140773442;5,2897;7,93455;30717,44;-1,968;0;0,0060804362671364;0,003228182443684029;normal;normal
5,2897;1734000000,0;48000000,0;-36,482;16,9689;0,000224799659918;0,000224799659918;-0,007177;0,000645;3,6607591957782396e-12;0,791016;0,9182;-60,7417;-59,7236;14,1761;0,0916263931966827;IQ_2024-04-20T22-06-47_141232048.json;2;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-47_141232048.bin;61440000,0;2;0,0881000000000007;-0,1443999999999992;-0,0047064080085479;0,9999983283672174;30718582,0;1142,0;0,999991396287971;0,9995590140773442;10,5794;13,22425;30718,582;1,142;0;0,0013740282585885;0,00048090989050597496;normal;normal
5,2897;1734000000,0;48000000,0;-36,4062;16,7101;0,0002287613169755;0,0002287609386257;-0,001547;0,000684;3,717328962010713e-12;0,790527;3,767;-60,6659;-59,645;14,6048;0,0940288910327342;IQ_2024-04-20T22-06-47_141232048.json;3;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-47_141232048.bin;61440000,0;2;-0,2588000000000008;0,4286999999999992;0,007546183072186;0,9995381016991218;1718,94775390625;-30716863,052246094;0,999991396287971;0,9995590140773442;15,8691;18,51395;1,71894775390625;-30716,86305224609;0;0,0089202113307745;0,10039323804103627;normal;normal
5,2897;1734000000,0;48000000,0;-36,4304;16,6171;0,0002274862490594;0,0002274859580211;0,000491;-0,004925;3,701495273483735e-12;0,790039;3,7843;-60,6901;-59,6666;14,7621;0,0949073882371672;IQ_2024-04-20T22-06-50_534625717.json;0;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-50_534625717.bin;61440000,0;2;0,0;0,0;0,0;1,0;7589,4013671875;0,0;0,9995286999951156;0,9999840767743464;0,0;2,64485;7,5894013671875;0,0;0;0,0020559442209174;0,0007195804773210899;normal;normal
5,2897;1734000000,0;48000000,0;-36,5008;16,6399;0,0002238298184238;0,0002238290617242;-0,001441;0,00499;3,642033723216809e-12;0,790039;1,305;-60,7605;-59,737;14,7233;0,0946907720860837;IQ_2024-04-20T22-06-50_534625717.json;1;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-50_534625717.bin;61440000,0;2;0,0228000000000001;-0,0388000000000001;0,0029570948421051;0,9996608554735082;30653792,0;30646202,59863281;0,9995286999951156;0,9999840767743464;5,2897;7,93455;30653,792;30646,20259863281;0;0,0050130390630225;0,00278954686679466;normal;normal
5,2897;1734000000,0;48000000,0;-36,4702;16,8806;0,0002254160062875;0,0002254159335279;0,001369;0,003934;3,667427472819895e-12;0,791016;0,9055;-60,7298;-59,7117;14,3209;0,0924391314633331;IQ_2024-04-20T22-06-50_534625717.json;2;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-50_534625717.bin;61440000,0;2;0,2407000000000003;-0,4024000000000001;-0,0039346785313728;0,9999792449872268;-30717754,0;-61371546,0;0,9995286999951156;0,9999840767743464;10,5794;13,22425;-30717,754;-61371,546;0;0,0010783605316497;0,00037742618607739496;normal;normal
5,2897;1734000000,0;48000000,0;-36,4665;16,4472;0,0002256035222671;0,0002256031148135;-0,015182;-0,00127;3,66924502934185e-12;0,791016;0,9293;-60,7262;-59,7081;15,0537;0,0965337045270209;IQ_2024-04-20T22-06-50_534625717.json;3;pulse;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-50_534625717.bin;61440000,0;2;-0,4334000000000024;0,7327999999999992;0,0021515456796924;0,9999600818190666;-30712892,0;4862,0;0,9995286999951156;0,9999840767743464;15,8691;18,51395;-30712,892;4,862;0;0,0032299062113421;0,1618435081618625;normal;normal
5,2897;1734000000,0;48000000,0;-36,2904;16,9711;0,0002349426213186;0,0002349419955862;0,060358;-0,001276;3,811265972958333e-12;0,791504;5,4497;-60,5501;-59,5346;14,1724;0,0916059132064664;IQ_2024-04-20T22-06-53_951781174.json;0;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-53_951781174.bin;61440000,0;2;0,0;0,0;0,0;1,0;30719486,0;0,0;0,9981625177702644;0,999979594203144;0,0;2,64485;30719,486;0,0;0;0,0405891048197237;0,014206186686903294;normal;normal
5,2897;1734000000,0;48000000,0;-35,6111;16,8515;0,0002747194375842;0,0002747194084804;0,16374;-0,002694;4,463295618511998e-12;0,790527;11,3138;-59,8708;-58,85;14,3689;0,0927082951083438;IQ_2024-04-20T22-06-53_951781174.json;1;normal;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-53_951781174.bin;61440000,0;2;-0,1195999999999983;0,1965000000000003;0,0152532863540124;0,99802602517136;30719948,0;462,0;0,9981625177702644;0,999979594203144;5,2897;7,93455;30719,948;0,462;0;0,0558423911737362;0,06845348713471171;normal;normal
5,2897;1734000000,0;48000000,0;-35,9359;17,1795;0,000254923797911;0,000254923797911;0,052894;-0,004518;4,149583454626793e-12;0,791016;11,167;-60,1956;-59,1774;13,8365;0,0897170393852863;IQ_2024-04-20T22-06-53_951781174.json;2;normal;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-53_951781174.bin;61440000,0;2;0,3279999999999994;-0,5324000000000009;-0,0262911674752067;0,999972238765477;-30719788,0;-61439736,0;0,9981625177702644;0,999979594203144;10,5794;13,22425;-30719,788;-61439,736;0;0,0295512236985294;0,01034292829448529;normal;normal
5,2897;1734000000,0;48000000,0;-35,6475;17,0089;0,0002724295773077;0,0002724293444771;0,252539;-0,004732;4,431413569427889e-12;0,791504;10,8029;-59,9071;-58,8917;14,1108;0,0912601239205663;IQ_2024-04-20T22-06-53_951781174.json;3;normal;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-53_951781174.bin;61440000,0;2;-0,1706000000000003;0,2743000000000002;0,0535376629916554;0,9999848072495392;30719630,0;61439418,0;0,9981625177702644;0,999979594203144;15,8691;18,51395;30719,63;61439,418;0;0,0830888866901849;0,1093692923886442;pre_attack;R
5,2897;1734000000,0;48000000,0;-36,4935;16,6561;0,0002242084738099;0,0002242083719465;-0,004424;-0,003596;3,647322027733324e-12;0,791016;2,7948;-60,7532;-59,735;14,6959;0,094537812154644;IQ_2024-04-20T22-06-57_359107839.json;0;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-57_359107839.bin;61440000,0;2;0,0;0,0;0,0;1,0;30718306,0;0,0;0,9997997420547694;0,9999936057690624;0,0;2,64485;30718,306;0,0;0;0,0190409136672554;0,00666431978353939;normal;normal
5,2897;1734000000,0;48000000,0;-36,4906;16,5498;0,0002243575145257;0,0002243573981104;-0,00026;-5,6e-05;3,648805649986153e-12;0,790039;0,9892;-60,7503;-59,7268;14,8768;0,0955479669015987;IQ_2024-04-20T22-06-57_359107839.json;1;chirp;0,1258251626469985;C:\Users\awich\Desktop\WASD_RF_Project\data\36_LTE_1\bin\IQ_2024-04-20T22-06-57_359107839.bin;61440000,0;2;-0,1062999999999974;0,1808999999999994;-0,0154207913797443;0,9998182998058694;-30717318,0;-61435624,0;0,9997997420547694;0,9999936057690624;5,2897;7,93455;-30717,318;-61435,624;0;0,003620122287511;0,04061704280062827;normal;normal
