time_window_ms;center_frequency_hz;bandwidth_hz;RSSI_dB;SNR_dB;puissance_moyenne;variance_IQ;kurtosis;skewness;PSD_mean;occupation_spectrale;ISR_dB;RSRP_dB;RSRQ_dB;EVM_percent;BER_est;file_id;window_id;rf_pattern
5,2897;1734000000,0;48000000,0;-36,4803;16,5905;0,0002248891250928864;0,0002248891250928864;-0,008719;-0,004321;3,6597790770143135e-12;0,791016;0,9767;-60,74;-59,7219;14,8073;0,09516006794548472;IQ_2024-04-20T22-06-33_72054922.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4709;16,5277;0,000225379757466726;0,00022537875338457525;-0,012008;-0,001013;3,66824452757708e-12;0,790527;1,2985;-60,7305;-59,7097;14,9147;0,09575901868148068;IQ_2024-04-20T22-06-33_72054922.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4721;17,3118;0,00022531302238348871;0,0002253126003779471;-0,012946;0,004679;3,661636532176216e-12;0,791992;1,0703;-60,7318;-59,719;13,6273;0,08853782082958564;IQ_2024-04-20T22-06-36_631108744.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4541;16,8046;0,00022625000565312803;0,00022625000565312803;-0,009282;0,00484;3,6801204444936175e-12;0,790527;1,0715;-60,7138;-59,693;14,4468;0,09314445386561888;IQ_2024-04-20T22-06-36_631108744.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4276;16,655;0,00022763502784073353;0,0002276347513543442;-0,013039;-0,001273;3,703351861283899e-12;0,790039;3,5231;-60,6873;-59,6638;14,6978;0,09454834322865587;IQ_2024-04-20T22-06-36_631108744.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4607;16,5764;0,00022590461594518274;0,00022590461594518274;-0,014163;-0,00225;3,676357829274224e-12;0,791016;1,022;-60,7204;-59,7023;14,8313;0,09529411179298738;IQ_2024-04-20T22-06-36_631108744.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,458;17,2071;0,00022604699188377708;0,0002260468463646248;-0,010063;-0,003982;3,674600554393059e-12;0,791992;1,0019;-60,7177;-59,7049;13,7926;0,0894695287992196;IQ_2024-04-20T22-06-40_174798921.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4754;16,7836;0,00022514272131957114;0,00022514178999699652;-0,017671;0,002863;3,662654381175745e-12;0,790527;0,8922;-60,7351;-59,7143;14,4818;0,09334036871105947;IQ_2024-04-20T22-06-40_174798921.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4561;16,9069;0,00022614706540480256;0,00022614668705500662;-0,012557;0,002692;3,682273670008174e-12;0,791504;1,0044;-60,7158;-59,7003;14,2776;0,09219592754105484;IQ_2024-04-20T22-06-40_174798921.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,465;16,5305;0,00022568373242393136;0,00022568316489923745;-0,004339;0,00111;3,6712273845940224e-12;0,791016;1,0539;-60,7247;-59,7065;14,9099;0,09573264825479649;IQ_2024-04-20T22-06-40_174798921.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4669;16,9065;0,00022558630735147744;0,00022558630735147744;-0,021747;0,00212;3,66974940019249e-12;0,791016;0,9998;-60,7266;-59,7084;14,2782;0,0921997259744687;IQ_2024-04-20T22-06-43_588796968.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4713;17,3169;0,00022535752214025706;0,00022535750758834183;-0,00565;-0,002527;3,666608683339234e-12;0,791992;0,9957;-60,731;-59,7182;13,6194;0,08849277711076008;IQ_2024-04-20T22-06-43_588796968.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4467;16,593;0,0002266344235977158;0,00022663430718239397;-0,018414;-0,004333;3,686415322307068e-12;0,791016;3,3961;-60,7064;-59,6883;14,8031;0,09513640284189401;IQ_2024-04-20T22-06-43_588796968.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,478;16,5753;0,0002250094839837402;0,0002250090183224529;-0,015159;8,2e-05;3,661415788613898e-12;0,789551;0,9752;-60,7377;-59,7115;14,8333;0,09530494525073159;IQ_2024-04-20T22-06-43_588796968.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4849;16,77;0,00022465318033937365;0,00022465287474915385;-0,003289;-0,002928;3,655929291940252e-12;0,791016;1,0143;-60,7446;-59,7264;14,5044;0,09346685750189722;IQ_2024-04-20T22-06-47_141232048.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4861;16,8808;0,00022458855528384447;0,00022458852618001401;-0,005876;0,002041;3,6556578077162616e-12;0,789795;0,9603;-60,7458;-59,721;14,3205;0,0924366631051752;IQ_2024-04-20T22-06-47_141232048.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,482;16,9689;0,0002247996599180624;0,0002247996599180624;-0,007177;0,000645;3,66075919577824e-12;0,791016;0,9182;-60,7417;-59,7236;14,1761;0,09162639319668274;IQ_2024-04-20T22-06-47_141232048.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4062;16,7101;0,00022876131697557867;0,00022876093862578273;-0,001547;0,000684;3,717328962010713e-12;0,790527;3,767;-60,6659;-59,645;14,6048;0,09402889103273426;IQ_2024-04-20T22-06-47_141232048.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4304;16,6171;0,0002274862490594387;0,00022748595802113414;0,000491;-0,004925;3,701495273483735e-12;0,790039;3,7843;-60,6901;-59,6666;14,7621;0,0949073882371672;IQ_2024-04-20T22-06-50_534625717.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,5008;16,6399;0,00022382981842383742;0,00022382906172424555;-0,001441;0,00499;3,642033723216809e-12;0,790039;1,305;-60,7605;-59,737;14,7233;0,09469077208608372;IQ_2024-04-20T22-06-50_534625717.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4702;16,8806;0,00022541600628755987;0,00022541593352798373;0,001369;0,003934;3,667427472819895e-12;0,791016;0,9055;-60,7298;-59,7117;14,3209;0,09243913146333313;IQ_2024-04-20T22-06-50_534625717.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4665;16,4472;0,0002256035222671926;0,0002256031148135662;-0,015182;-0,00127;3,66924502934185e-12;0,791016;0,9293;-60,7262;-59,7081;15,0537;0,09653370452702095;IQ_2024-04-20T22-06-50_534625717.json;3;pulse
5,2897;1734000000,0;48000000,0;-36,2904;16,9711;0,00023494262131862342;0,0002349419955862686;0,060358;-0,001276;3,811265972958333e-12;0,791504;5,4497;-60,5501;-59,5346;14,1724;0,09160591320646647;IQ_2024-04-20T22-06-53_951781174.json;0;chirp
5,2897;1734000000,0;48000000,0;-35,6111;16,8515;0,00027471943758428097;0,0002747194084804505;0,16374;-0,002694;4,463295618511998e-12;0,790527;11,3138;-59,8708;-58,85;14,3689;0,09270829510834386;IQ_2024-04-20T22-06-53_951781174.json;1;normal
5,2897;1734000000,0;48000000,0;-35,9359;17,1795;0,00025492379791103303;0,00025492379791103303;0,052894;-0,004518;4,149583454626793e-12;0,791016;11,167;-60,1956;-59,1774;13,8365;0,08971703938528632;IQ_2024-04-20T22-06-53_951781174.json;2;normal
5,2897;1734000000,0;48000000,0;-35,6475;17,0089;0,0002724295773077756;0,00027242934447713196;0,252539;-0,004732;4,431413569427889e-12;0,791504;10,8029;-59,9071;-58,8917;14,1108;0,09126012392056636;IQ_2024-04-20T22-06-53_951781174.json;3;normal
5,2897;1734000000,0;48000000,0;-36,4935;16,6561;0,00022420847380999476;0,00022420837194658816;-0,004424;-0,003596;3,647322027733324e-12;0,791016;2,7948;-60,7532;-59,735;14,6959;0,09453781215464409;IQ_2024-04-20T22-06-57_359107839.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4906;16,5498;0,0002243575145257637;0,00022435739811044186;-0,00026;-5,6e-05;3,648805649986153e-12;0,790039;0,9892;-60,7503;-59,7268;14,8768;0,09554796690159871;IQ_2024-04-20T22-06-57_359107839.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,5073;16,4325;0,00022349592472892255;0,00022349573555402458;-0,002638;0,004583;3,6367475871046384e-12;0,790527;0,9388;-60,767;-59,7462;15,079;0,09667484615480557;IQ_2024-04-20T22-06-57_359107839.json;2;pulse
5,2897;1734000000,0;48000000,0;-36,4849;16,7231;0,0002246501244371757;0,00022465008078143;-0,0054;0,003043;3,656303124849325e-12;0,790039;0,9739;-60,7446;-59,7211;14,5829;0,09390615514966164;IQ_2024-04-20T22-06-57_359107839.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4113;16,5889;0,0002284938673255965;0,00022849383822176605;-0,003831;0,004207;3,717976447548121e-12;0,790527;2,6967;-60,6709;-59,6501;14,8101;0,09517546068076793;IQ_2024-04-20T22-07-00_920546586.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4896;16,5703;0,00022440985776484013;0,00022440955217462033;-0,009784;0,001667;3,651440694946162e-12;0,791016;1,0624;-60,7493;-59,7311;14,8417;0,09535214696059986;IQ_2024-04-20T22-07-00_920546586.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4493;16,7786;0,00022650061873719096;0,00022650064784102142;-0,019266;-0,00251;3,685936538627699e-12;0,791016;0,9181;-60,709;-59,6908;14,4901;0,09338702491538994;IQ_2024-04-20T22-07-00_920546586.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4508;16,8288;0,0002264245558762923;0,000226423901040107;-0,019229;0,002187;3,681877285693913e-12;0,790527;0,9338;-60,7105;-59,6896;14,4065;0,09291860381421174;IQ_2024-04-20T22-07-00_920546586.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,461;16,857;0,00022588965657632798;0,0002258878230350092;-0,02432;-0,001059;3,674793108698893e-12;0,790527;0,9997;-60,7207;-59,6999;14,3598;0,0926572415217415;IQ_2024-04-20T22-07-04_458192003.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4473;17,3078;0,00022660309332422912;0,0002266029769089073;-0,02019;0,000224;3,687405415730982e-12;0,791504;0,8396;-60,707;-59,6916;13,6335;0,088572818124883;IQ_2024-04-20T22-07-04_458192003.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4742;16,5654;0,00022520699712913483;0,00022520690981764346;-0,014245;0,001159;3,663459726549467e-12;0,790527;0,9921;-60,7339;-59,713;14,85;0,09539857142804108;IQ_2024-04-20T22-07-04_458192003.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,459;17,0001;0,00022599383373744786;0,000225993397179991;-0,012226;0,00225;3,6783302098664095e-12;0,791016;0,871;-60,7187;-59,7006;14,1252;0,0913405773340726;IQ_2024-04-20T22-07-04_458192003.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4932;16,7146;0,00022422100300900638;0,00022421934409067035;-0,013273;0,002111;3,6501340144878824e-12;0,790527;0,913;-60,7529;-59,7321;14,5973;0,09398664663659181;IQ_2024-04-20T22-07-07_895918670.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4802;16,6749;0,00022489673574455082;0,00022489643015433103;-0,01478;0,001335;3,660277376332788e-12;0,790039;0,8973;-60,7399;-59,7163;14,664;0,09435975515140534;IQ_2024-04-20T22-07-07_895918670.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4773;16,5106;0,00022504689695779234;0,00022504657681565732;-0,015984;-0,00221;3,661304766311435e-12;0,790527;0,8642;-60,737;-59,7161;14,9442;0,0959234679180054;IQ_2024-04-20T22-07-07_895918670.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4646;16,7726;0,00022570282453671098;0,00022570118017029017;-0,00387;-0,000311;3,673330303127775e-12;0,790527;0,8748;-60,7243;-59,7035;14,5001;0,09344282927157507;IQ_2024-04-20T22-07-07_895918670.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,498;16,4819;0,00022397615248337388;0,000223975905100815;-0,007722;0,00126;3,642673402498575e-12;0,790039;0,9765;-60,7577;-59,7342;14,9936;0,0961992542441952;IQ_2024-04-20T22-07-11_337112945.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4785;16,454;0,0002249849057989195;0,00022498441103380173;-0,006448;0,001512;3,663193880176774e-12;0,790527;0,919;-60,7382;-59,7173;15,0419;0,09646795803730417;IQ_2024-04-20T22-07-11_337112945.json;1;pulse
5,2897;1734000000,0;48000000,0;-36,458;16,8865;0,00022604614787269384;0,00022604558034799993;-0,022198;0,001681;3,677935560275625e-12;0,791504;1,3909;-60,7177;-59,7022;14,3112;0,09238463135479832;IQ_2024-04-20T22-07-11_337112945.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4312;17,0683;0,00022744532907381654;0,00022744436864741147;-0,001511;-0,000792;3,7012090441101986e-12;0,791016;4,4591;-60,6909;-59,6728;14,0147;0,09071962322444303;IQ_2024-04-20T22-07-11_337112945.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,3707;17,219;0,0002306390815647319;0,00023063899425324053;0,002309;-0,001956;3,749318563950332e-12;0,791504;3,9054;-60,6304;-59,6149;13,7737;0,0893634476965301;IQ_2024-04-20T22-07-14_773853690.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4477;16,8231;0,0002265835355501622;0,00022658320085611194;-0,008466;-0,002834;3,687773610788758e-12;0,791504;2,2465;-60,7074;-59,6919;14,416;0,09297192934411155;IQ_2024-04-20T22-07-14_773853690.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4794;16,7848;0,00022493675351142883;0,0002249364770250395;-0,012311;-0,003093;3,663385567120869e-12;0,790039;0,9776;-60,7391;-59,7156;14,4798;0,0933291177273171;IQ_2024-04-20T22-07-14_773853690.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4563;17,0239;0,00022613689361605793;0,00022613478358834982;-0,017546;-0,001079;3,678501513809662e-12;0,791504;3,3244;-60,716;-59,7005;14,0866;0,0911237590432482;IQ_2024-04-20T22-07-14_773853690.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,428;16,7621;0,0002276157756568864;0,00022761576110497117;-0,007362;0,003095;3,701624076701826e-12;0,791016;6,1123;-60,6877;-59,6695;14,5176;0,09354104886710872;IQ_2024-04-20T22-07-18_190226511.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4947;16,5368;0,00022414691920857877;0,0002241465845145285;-0,005378;0,001214;3,647412233354075e-12;0,790039;0,9492;-60,7544;-59,7308;14,899;0,0956718997430674;IQ_2024-04-20T22-07-18_190226511.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4667;17,1478;0,00022559522767551243;0,00022559522767551243;-0,003455;0,001358;3,670825362428465e-12;0,791992;1,2747;-60,7264;-59,7136;13,887;0,09000155153481099;IQ_2024-04-20T22-07-18_190226511.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4826;17,0505;0,00022477064339909703;0,0002247705851914361;-0,012474;-0,005203;3,653428688049631e-12;0,791016;1,9303;-60,7423;-59,7241;14,0435;0,09088179699600549;IQ_2024-04-20T22-07-18_190226511.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4907;16,9518;0,00022435143182519823;0,0002243510098196566;-0,003031;-0,000503;3,64720319917522e-12;0,791016;0,8997;-60,7504;-59,7322;14,204;0,09178304512560181;IQ_2024-04-20T22-07-21_738911292.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4936;16,7926;0,0002242026530439034;0,00022420258028432727;0,002074;-0,000969;3,6501990666182316e-12;0,790527;0,8668;-60,7533;-59,7324;14,4667;0,09325594823346053;IQ_2024-04-20T22-07-21_738911292.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4787;16,8932;0,00022497097961604595;0,00022497097961604595;0,001463;0,003986;3,65983675656989e-12;0,790527;0,9212;-60,7384;-59,7176;14,3001;0,09232220373880803;IQ_2024-04-20T22-07-21_738911292.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4994;16,6431;0,0002239052701042965;0,0002239043969893828;0,007446;-0,003343;3,643954062104715e-12;0,790527;0,9537;-60,759;-59,7382;14,7179;0,0946607958516333;IQ_2024-04-20T22-07-21_738911292.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,474;16,7104;0,00022521794016938657;0,0002252178528578952;-0,015501;0,00127;3,6614981879790065e-12;0,791016;0,8791;-60,7337;-59,7155;14,6042;0,09402544765495108;IQ_2024-04-20T22-07-25_163901257.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4764;16,5944;0,00022509167320095003;0,00022509157133754343;-0,019179;-0,003614;3,661663854070962e-12;0,790527;0,9768;-60,7361;-59,7153;14,8007;0,09512297587617882;IQ_2024-04-20T22-07-25_163901257.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4817;16,3168;0,00022481652558781207;0,00022481652558781207;-0,007722;0,000111;3,657078112562218e-12;0,790039;1,1766;-60,7414;-59,7179;15,2813;0,09780046449328014;IQ_2024-04-20T22-07-25_163901257.json;2;pulse
5,2897;1734000000,0;48000000,0;-36,4811;17,1275;0,00022484861256089061;0,00022484862711280584;-0,002321;-0,000861;3,65706423477441e-12;0,791504;0,8991;-60,7408;-59,7253;13,9195;0,09018438785159426;IQ_2024-04-20T22-07-25_163901257.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,388;16,7631;0,00022971839644014835;0,00022971797443460673;-0,000658;-0,00229;3,736843300072845e-12;0,791016;3,4578;-60,6477;-59,6296;14,516;0,09353184308591882;IQ_2024-04-20T22-07-28_554587464.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4113;16,8395;0,0002284896618220955;0,00022848947264719754;0,010221;0,000923;3,720229853343415e-12;0,790527;4,096;-60,671;-59,6502;14,3888;0,09281947983870159;IQ_2024-04-20T22-07-28_554587464.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,5078;16,8734;0,00022347090998664498;0,00022347073536366224;-0,003215;-0,001858;3,6341984109566905e-12;0,791016;0,8693;-60,7675;-59,7493;14,3327;0,09250523744565113;IQ_2024-04-20T22-07-28_554587464.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,503;16,6902;0,00022371609520632774;0,0002237160806544125;-0,010488;0,005298;3,640048332198553e-12;0,790039;0,8628;-60,7627;-59,7392;14,6382;0,09421545209968252;IQ_2024-04-20T22-07-28_554587464.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4819;16,5316;0,00022480722691398114;0,00022480708139482886;-0,020162;0,004052;3,661553265449369e-12;0,790527;0,9729;-60,7416;-59,7208;14,908;0,095722131329659;IQ_2024-04-20T22-07-31_944364941.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4854;16,3808;0,00022462538618128747;0,00022462516790255904;-0,028226;-0,000542;3,656744611973961e-12;0,790527;0,9298;-60,7451;-59,7243;15,1692;0,09717673356473013;IQ_2024-04-20T22-07-31_944364941.json;1;pulse
5,2897;1734000000,0;48000000,0;-36,4198;16,728;0,00022804641048423946;0,0002280461776535958;-0,030817;0,002593;3,706957917709586e-12;0,790527;3,2014;-60,6795;-59,6586;14,5747;0,09386052855696182;IQ_2024-04-20T22-07-31_944364941.json;2;chirp
5,2897;1734000000,0;48000000,0;-35,6034;16,9465;0,0002752085856627673;0,00027520846924744546;0,267881;0,001329;4,483451370579372e-12;0,790527;10,8873;-59,8631;-58,8422;14,2126;0,09183151515457921;IQ_2024-04-20T22-07-31_944364941.json;3;normal
5,2897;1734000000,0;48000000,0;-36,4558;16,6938;0,00022616051137447357;0,00022616043861489743;-0,021632;-0,001199;3,678046582578087e-12;0,790527;0,9189;-60,7155;-59,6947;14,6321;0,09418145866942024;IQ_2024-04-20T22-07-35_506729085.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4546;16,9343;0,0002262251655338332;0,0002262246998725459;-0,027739;-0,000283;3,682719927622369e-12;0,791016;0,8582;-60,7143;-59,6961;14,2327;0,09194417365331274;IQ_2024-04-20T22-07-35_506729085.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4496;17,0013;0,00022648648882750422;0,0002264863724121824;-0,017476;-0,00106;3,68546165807615e-12;0,791016;1,143;-60,7093;-59,6911;14,1233;0,09132991579483578;IQ_2024-04-20T22-07-35_506729085.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4778;16,8215;0,00022501751664094627;0,0002250175311928615;-0,009153;0,001602;3,659004956663159e-12;0,791016;0,8845;-60,7375;-59,7194;14,4186;0,09298654247472518;IQ_2024-04-20T22-07-35_506729085.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4659;16,7763;0,00022563528909813613;0,00022563495440408587;-0,01708;0,001989;3,6717504037220294e-12;0,790527;0,887;-60,7256;-59,7048;14,494;0,09340847322040237;IQ_2024-04-20T22-07-38_938591990.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,454;17,0574;0,0002262551715830341;0,00022625502606388181;-0,028893;0,005233;3,681957950335546e-12;0,791504;0,9519;-60,7137;-59,6982;14,0323;0,09081892981131388;IQ_2024-04-20T22-07-38_938591990.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,455;16,7197;0,00022620563686359674;0,00022620544768869877;-0,022699;-0,002049;3,680398867611512e-12;0,791016;2,4933;-60,7147;-59,6965;14,5887;0,0939384724738126;IQ_2024-04-20T22-07-38_938591990.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4598;16,9551;0,00022595566406380385;0,00022595560585614294;-0,018186;-0,002812;3,67861036770778e-12;0,791504;0,9939;-60,7195;-59,704;14,1986;0,09175314936054427;IQ_2024-04-20T22-07-38_938591990.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4304;16,5042;0,0002274900471093133;0,0002274900471093133;-0,014729;-0,001381;3,704530605885825e-12;0,790527;3,7744;-60,6901;-59,6692;14,9552;0,09598496201118442;IQ_2024-04-20T22-07-42_360221961.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4849;16,5768;0,00022465379151981324;0,00022465195797849447;-0,027337;-0,000735;3,65468419416537e-12;0,790527;0,8771;-60,7445;-59,7237;14,8306;0,09529011317681772;IQ_2024-04-20T22-07-42_360221961.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4619;16,6622;0,00022584533144254237;0,00022584521502722055;-0,00821;0,000333;3,6737709228906734e-12;0,790527;1,0379;-60,7216;-59,7007;14,6855;0,0944796238817625;IQ_2024-04-20T22-07-42_360221961.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4663;16,8472;0,00022561725927516818;0,00022561616788152605;-0,003096;-0,000106;3,669039030929078e-12;0,790527;0,9329;-60,726;-59,7051;14,376;0,09274784206692754;IQ_2024-04-20T22-07-42_360221961.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4733;16,5563;0,00022525430540554225;0,00022525426174979657;-0,00505;-0,001874;3,663539090148493e-12;0,790039;0,9105;-60,733;-59,7094;14,8657;0,09548566002246801;IQ_2024-04-20T22-07-45_910684043.json;0;chirp
5,2897;1734000000,0;48000000,0;-36,4724;16,8078;0,00022529909620061517;0,0002252980921184644;-0,008209;0,004636;3,6680814635703385e-12;0,790527;1,0266;-60,7321;-59,7113;14,4414;0,09311446986250063;IQ_2024-04-20T22-07-45_910684043.json;1;chirp
5,2897;1734000000,0;48000000,0;-36,4675;16,8707;0,0002255516592413187;0,00022554946190211922;-0,015562;0,004285;3,666928306139683e-12;0,790527;0,8966;-60,7272;-59,7064;14,3372;0,09253029528169417;IQ_2024-04-20T22-07-45_910684043.json;2;chirp
5,2897;1734000000,0;48000000,0;-36,4587;17,0205;0,00022600895317737013;0,00022600848751608282;-0,009803;-0,002697;3,677145827413186e-12;0,791504;1,0926;-60,7184;-59,703;14,092;0,09115428427375818;IQ_2024-04-20T22-07-45_910684043.json;3;chirp
5,2897;1734000000,0;48000000,0;-36,4832;16,7416;0,00022473797434940934;0,00022473778517451137;-0,013205;-0,006819;3,6565594302429005e-12;0,791016;1,015;-60,7429;-59,7248;14,5519;0,09373264885873668;IQ_2024-04-20T22-07-49_329155147.json;0;chirp
