time_window_ms;center_frequency_hz;bandwidth_hz;RSSI_dB;SNR_dB;puissance_moyenne;variance_IQ;kurtosis;skewness;PSD_mean;occupation_spectrale;ISR_dB;RSRP_dB;RSRQ_dB;EVM_percent;BER_est;file_id;window_id;rf_pattern;anomaly_score;is_anomaly;threshold_p99
5,2897;1734000000,0;48000000,0;-36,4803;16,5905;0,0002248891250928;0,0002248891250928;-0,008719;-0,004321;3,6597790770143135e-12;0,791016;0,9767;-60,74;-59,7219;14,8073;0,0951600679454847;IQ_2024-04-20T22-06-33_72054922.json;2;chirp;0,0032898909436284585;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4709;16,5277;0,0002253797574667;0,0002253787533845;-0,012008;-0,001013;3,6682445275770795e-12;0,790527;1,2985;-60,7305;-59,7097;14,9147;0,0957590186814806;IQ_2024-04-20T22-06-33_72054922.json;3;chirp;0,0026444564974740167;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4721;17,3118;0,0002253130223834;0,0002253126003779;-0,012946;0,004679;3,661636532176216e-12;0,791992;1,0703;-60,7318;-59,719;13,6273;0,0885378208295856;IQ_2024-04-20T22-06-36_631108744.json;0;chirp;0,005825806578093519;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4541;16,8046;0,0002262500056531;0,0002262500056531;-0,009282;0,00484;3,6801204444936175e-12;0,790527;1,0715;-60,7138;-59,693;14,4468;0,0931444538656188;IQ_2024-04-20T22-06-36_631108744.json;1;chirp;0,0012902998548382954;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4276;16,655;0,0002276350278407;0,0002276347513543;-0,013039;-0,001273;3,703351861283899e-12;0,790039;3,5231;-60,6873;-59,6638;14,6978;0,0945483432286558;IQ_2024-04-20T22-06-36_631108744.json;2;chirp;0,0019318216938494968;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4607;16,5764;0,0002259046159451;0,0002259046159451;-0,014163;-0,00225;3,676357829274224e-12;0,791016;1,022;-60,7204;-59,7023;14,8313;0,0952941117929873;IQ_2024-04-20T22-06-36_631108744.json;3;chirp;0,0017888710190593475;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,458;17,2071;0,0002260469918837;0,0002260468463646;-0,010063;-0,003982;3,674600554393059e-12;0,791992;1,0019;-60,7177;-59,7049;13,7926;0,0894695287992196;IQ_2024-04-20T22-06-40_174798921.json;0;chirp;0,0038352086264064906;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4754;16,7836;0,0002251427213195;0,0002251417899969;-0,017671;0,002863;3,662654381175745e-12;0,790527;0,8922;-60,7351;-59,7143;14,4818;0,0933403687110594;IQ_2024-04-20T22-06-40_174798921.json;1;chirp;0,0004731664589193263;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4561;16,9069;0,0002261470654048;0,000226146687055;-0,012557;0,002692;3,682273670008174e-12;0,791504;1,0044;-60,7158;-59,7003;14,2776;0,0921959275410548;IQ_2024-04-20T22-06-40_174798921.json;2;chirp;0,0010905222717774365;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,465;16,5305;0,0002256837324239;0,0002256831648992;-0,004339;0,00111;3,6712273845940224e-12;0,791016;1,0539;-60,7247;-59,7065;14,9099;0,0957326482547964;IQ_2024-04-20T22-06-40_174798921.json;3;chirp;0,003200023662502512;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4669;16,9065;0,0002255863073514;0,0002255863073514;-0,021747;0,00212;3,66974940019249e-12;0,791016;0,9998;-60,7266;-59,7084;14,2782;0,0921997259744687;IQ_2024-04-20T22-06-43_588796968.json;0;chirp;0,0012050762146386428;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4713;17,3169;0,0002253575221402;0,0002253575075883;-0,00565;-0,002527;3,666608683339234e-12;0,791992;0,9957;-60,731;-59,7182;13,6194;0,08849277711076;IQ_2024-04-20T22-06-43_588796968.json;1;chirp;0,003281261768144148;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4467;16,593;0,0002266344235977;0,0002266343071823;-0,018414;-0,004333;3,6864153223070676e-12;0,791016;3,3961;-60,7064;-59,6883;14,8031;0,095136402841894;IQ_2024-04-20T22-06-43_588796968.json;2;chirp;0,0060865608228139545;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,478;16,5753;0,0002250094839837;0,0002250090183224;-0,015159;8,2e-05;3,661415788613898e-12;0,789551;0,9752;-60,7377;-59,7115;14,8333;0,0953049452507315;IQ_2024-04-20T22-06-43_588796968.json;3;chirp;0,0032690595203220332;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4849;16,77;0,0002246531803393;0,0002246528747491;-0,003289;-0,002928;3,655929291940252e-12;0,791016;1,0143;-60,7446;-59,7264;14,5044;0,0934668575018972;IQ_2024-04-20T22-06-47_141232048.json;0;chirp;0,002937494123746931;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4861;16,8808;0,0002245885552838;0,00022458852618;-0,005876;0,002041;3,6556578077162616e-12;0,789795;0,9603;-60,7458;-59,721;14,3205;0,0924366631051752;IQ_2024-04-20T22-06-47_141232048.json;1;chirp;0,006080436267136479;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,482;16,9689;0,000224799659918;0,000224799659918;-0,007177;0,000645;3,6607591957782396e-12;0,791016;0,9182;-60,7417;-59,7236;14,1761;0,0916263931966827;IQ_2024-04-20T22-06-47_141232048.json;2;chirp;0,00137402825858859;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4062;16,7101;0,0002287613169755;0,0002287609386257;-0,001547;0,000684;3,717328962010713e-12;0,790527;3,767;-60,6659;-59,645;14,6048;0,0940288910327342;IQ_2024-04-20T22-06-47_141232048.json;3;chirp;0,00892021133077454;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4304;16,6171;0,0002274862490594;0,0002274859580211;0,000491;-0,004925;3,701495273483735e-12;0,790039;3,7843;-60,6901;-59,6666;14,7621;0,0949073882371672;IQ_2024-04-20T22-06-50_534625717.json;0;chirp;0,0020559442209174723;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,5008;16,6399;0,0002238298184238;0,0002238290617242;-0,001441;0,00499;3,642033723216809e-12;0,790039;1,305;-60,7605;-59,737;14,7233;0,0946907720860837;IQ_2024-04-20T22-06-50_534625717.json;1;chirp;0,005013039063022506;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4702;16,8806;0,0002254160062875;0,0002254159335279;0,001369;0,003934;3,667427472819895e-12;0,791016;0,9055;-60,7298;-59,7117;14,3209;0,0924391314633331;IQ_2024-04-20T22-06-50_534625717.json;2;chirp;0,001078360531649711;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4665;16,4472;0,0002256035222671;0,0002256031148135;-0,015182;-0,00127;3,66924502934185e-12;0,791016;0,9293;-60,7262;-59,7081;15,0537;0,0965337045270209;IQ_2024-04-20T22-06-50_534625717.json;3;pulse;0,003229906211342108;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,2904;16,9711;0,0002349426213186;0,0002349419955862;0,060358;-0,001276;3,811265972958333e-12;0,791504;5,4497;-60,5501;-59,5346;14,1724;0,0916059132064664;IQ_2024-04-20T22-06-53_951781174.json;0;chirp;0,04058910481972375;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-35,6111;16,8515;0,0002747194375842;0,0002747194084804;0,16374;-0,002694;4,463295618511998e-12;0,790527;11,3138;-59,8708;-58,85;14,3689;0,0927082951083438;IQ_2024-04-20T22-06-53_951781174.json;1;normal;0,05584239117373629;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-35,9359;17,1795;0,000254923797911;0,000254923797911;0,052894;-0,004518;4,149583454626793e-12;0,791016;11,167;-60,1956;-59,1774;13,8365;0,0897170393852863;IQ_2024-04-20T22-06-53_951781174.json;2;normal;0,02955122369852943;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-35,6475;17,0089;0,0002724295773077;0,0002724293444771;0,252539;-0,004732;4,431413569427889e-12;0,791504;10,8029;-59,9071;-58,8917;14,1108;0,0912601239205663;IQ_2024-04-20T22-06-53_951781174.json;3;normal;0,08308888669018494;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4935;16,6561;0,0002242084738099;0,0002242083719465;-0,004424;-0,003596;3,647322027733324e-12;0,791016;2,7948;-60,7532;-59,735;14,6959;0,094537812154644;IQ_2024-04-20T22-06-57_359107839.json;0;chirp;0,019040913667255452;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4906;16,5498;0,0002243575145257;0,0002243573981104;-0,00026;-5,6e-05;3,648805649986153e-12;0,790039;0,9892;-60,7503;-59,7268;14,8768;0,0955479669015987;IQ_2024-04-20T22-06-57_359107839.json;1;chirp;0,003620122287511066;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,5073;16,4325;0,0002234959247289;0,000223495735554;-0,002638;0,004583;3,6367475871046384e-12;0,790527;0,9388;-60,767;-59,7462;15,079;0,0966748461548055;IQ_2024-04-20T22-06-57_359107839.json;2;pulse;0,006837809293320149;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4849;16,7231;0,0002246501244371;0,0002246500807814;-0,0054;0,003043;3,656303124849325e-12;0,790039;0,9739;-60,7446;-59,7211;14,5829;0,0939061551496616;IQ_2024-04-20T22-06-57_359107839.json;3;chirp;0,0015795691516642988;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4113;16,5889;0,0002284938673255;0,0002284938382217;-0,003831;0,004207;3,7179764475481206e-12;0,790527;2,6967;-60,6709;-59,6501;14,8101;0,0951754606807679;IQ_2024-04-20T22-07-00_920546586.json;0;chirp;0,0077032981617943565;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4896;16,5703;0,0002244098577648;0,0002244095521746;-0,009784;0,001667;3,651440694946162e-12;0,791016;1,0624;-60,7493;-59,7311;14,8417;0,0953521469605998;IQ_2024-04-20T22-07-00_920546586.json;1;chirp;0,004347616757097179;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4493;16,7786;0,0002265006187371;0,000226500647841;-0,019266;-0,00251;3,685936538627699e-12;0,791016;0,9181;-60,709;-59,6908;14,4901;0,0933870249153899;IQ_2024-04-20T22-07-00_920546586.json;2;chirp;0,0007488946888695125;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4508;16,8288;0,0002264245558762;0,0002264239010401;-0,019229;0,002187;3,681877285693913e-12;0,790527;0,9338;-60,7105;-59,6896;14,4065;0,0929186038142117;IQ_2024-04-20T22-07-00_920546586.json;3;chirp;0,0011382825976972637;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,461;16,857;0,0002258896565763;0,000225887823035;-0,02432;-0,001059;3,674793108698893e-12;0,790527;0,9997;-60,7207;-59,6999;14,3598;0,0926572415217415;IQ_2024-04-20T22-07-04_458192003.json;0;chirp;0,0006954296723274162;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4473;17,3078;0,0002266030933242;0,0002266029769089;-0,02019;0,000224;3,687405415730982e-12;0,791504;0,8396;-60,707;-59,6916;13,6335;0,088572818124883;IQ_2024-04-20T22-07-04_458192003.json;1;chirp;0,003740325119543738;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4742;16,5654;0,0002252069971291;0,0002252069098176;-0,014245;0,001159;3,663459726549467e-12;0,790527;0,9921;-60,7339;-59,713;14,85;0,095398571428041;IQ_2024-04-20T22-07-04_458192003.json;2;chirp;0,0012354104006573135;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,459;17,0001;0,0002259938337374;0,0002259933971799;-0,012226;0,00225;3,6783302098664095e-12;0,791016;0,871;-60,7187;-59,7006;14,1252;0,0913405773340726;IQ_2024-04-20T22-07-04_458192003.json;3;chirp;0,000855455389861402;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4932;16,7146;0,000224221003009;0,0002242193440906;-0,013273;0,002111;3,650134014487882e-12;0,790527;0,913;-60,7529;-59,7321;14,5973;0,0939866466365918;IQ_2024-04-20T22-07-07_895918670.json;0;chirp;0,002935148940394184;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4802;16,6749;0,0002248967357445;0,0002248964301543;-0,01478;0,001335;3,660277376332788e-12;0,790039;0,8973;-60,7399;-59,7163;14,664;0,0943597551514053;IQ_2024-04-20T22-07-07_895918670.json;1;chirp;0,0018299592310458443;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4773;16,5106;0,0002250468969577;0,0002250465768156;-0,015984;-0,00221;3,661304766311435e-12;0,790527;0,8642;-60,737;-59,7161;14,9442;0,0959234679180054;IQ_2024-04-20T22-07-07_895918670.json;2;chirp;0,0017624144697243398;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4646;16,7726;0,0002257028245367;0,0002257011801702;-0,00387;-0,000311;3,673330303127775e-12;0,790527;0,8748;-60,7243;-59,7035;14,5001;0,093442829271575;IQ_2024-04-20T22-07-07_895918670.json;3;chirp;0,001312401166130228;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,498;16,4819;0,0002239761524833;0,0002239759051008;-0,007722;0,00126;3,642673402498575e-12;0,790039;0,9765;-60,7577;-59,7342;14,9936;0,0961992542441952;IQ_2024-04-20T22-07-11_337112945.json;0;chirp;0,0046461686981686704;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4785;16,454;0,0002249849057989;0,0002249844110338;-0,006448;0,001512;3,663193880176774e-12;0,790527;0,919;-60,7382;-59,7173;15,0419;0,0964679580373041;IQ_2024-04-20T22-07-11_337112945.json;1;pulse;0,002444662443181355;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,458;16,8865;0,0002260461478726;0,0002260455803479;-0,022198;0,001681;3,677935560275625e-12;0,791504;1,3909;-60,7177;-59,7022;14,3112;0,0923846313547983;IQ_2024-04-20T22-07-11_337112945.json;2;chirp;0,001331111469910711;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4312;17,0683;0,0002274453290738;0,0002274443686474;-0,001511;-0,000792;3,701209044110199e-12;0,791016;4,4591;-60,6909;-59,6728;14,0147;0,090719623224443;IQ_2024-04-20T22-07-11_337112945.json;3;chirp;0,007913740001118792;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,3707;17,219;0,0002306390815647;0,0002306389942532;0,002309;-0,001956;3,7493185639503316e-12;0,791504;3,9054;-60,6304;-59,6149;13,7737;0,0893634476965301;IQ_2024-04-20T22-07-14_773853690.json;0;chirp;0,004196084611330141;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4477;16,8231;0,0002265835355501;0,0002265832008561;-0,008466;-0,002834;3,687773610788758e-12;0,791504;2,2465;-60,7074;-59,6919;14,416;0,0929719293441115;IQ_2024-04-20T22-07-14_773853690.json;1;chirp;0,00231895404679309;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4794;16,7848;0,0002249367535114;0,000224936477025;-0,012311;-0,003093;3,663385567120869e-12;0,790039;0,9776;-60,7391;-59,7156;14,4798;0,0933291177273171;IQ_2024-04-20T22-07-14_773853690.json;2;chirp;0,0026595554129049564;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4563;17,0239;0,000226136893616;0,0002261347835883;-0,017546;-0,001079;3,678501513809662e-12;0,791504;3,3244;-60,716;-59,7005;14,0866;0,0911237590432482;IQ_2024-04-20T22-07-14_773853690.json;3;chirp;0,007401762880446607;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,428;16,7621;0,0002276157756568;0,0002276157611049;-0,007362;0,003095;3,701624076701826e-12;0,791016;6,1123;-60,6877;-59,6695;14,5176;0,0935410488671087;IQ_2024-04-20T22-07-18_190226511.json;0;chirp;0,018822507077374165;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4947;16,5368;0,0002241469192085;0,0002241465845145;-0,005378;0,001214;3,647412233354075e-12;0,790039;0,9492;-60,7544;-59,7308;14,899;0,0956718997430674;IQ_2024-04-20T22-07-18_190226511.json;1;chirp;0,0038497544808562337;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4667;17,1478;0,0002255952276755;0,0002255952276755;-0,003455;0,001358;3,670825362428465e-12;0,791992;1,2747;-60,7264;-59,7136;13,887;0,0900015515348109;IQ_2024-04-20T22-07-18_190226511.json;2;chirp;0,002046416632672534;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4826;17,0505;0,000224770643399;0,0002247705851914;-0,012474;-0,005203;3,6534286880496306e-12;0,791016;1,9303;-60,7423;-59,7241;14,0435;0,0908817969960054;IQ_2024-04-20T22-07-18_190226511.json;3;chirp;0,006970894798793781;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4907;16,9518;0,0002243514318251;0,0002243510098196;-0,003031;-0,000503;3,64720319917522e-12;0,791016;0,8997;-60,7504;-59,7322;14,204;0,0917830451256018;IQ_2024-04-20T22-07-21_738911292.json;0;chirp;0,0024477054643132126;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4936;16,7926;0,0002242026530439;0,0002242025802843;0,002074;-0,000969;3,650199066618232e-12;0,790527;0,8668;-60,7533;-59,7324;14,4667;0,0932559482334605;IQ_2024-04-20T22-07-21_738911292.json;1;chirp;0,0037006668370333875;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4787;16,8932;0,000224970979616;0,000224970979616;0,001463;0,003986;3,65983675656989e-12;0,790527;0,9212;-60,7384;-59,7176;14,3001;0,092322203738808;IQ_2024-04-20T22-07-21_738911292.json;2;chirp;0,0013714335110678402;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4994;16,6431;0,0002239052701042;0,0002239043969893;0,007446;-0,003343;3,643954062104715e-12;0,790527;0,9537;-60,759;-59,7382;14,7179;0,0946607958516333;IQ_2024-04-20T22-07-21_738911292.json;3;chirp;0,006783003874170072;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,474;16,7104;0,0002252179401693;0,0002252178528578;-0,015501;0,00127;3,661498187979007e-12;0,791016;0,8791;-60,7337;-59,7155;14,6042;0,094025447654951;IQ_2024-04-20T22-07-25_163901257.json;0;chirp;0,0008169256618888916;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4764;16,5944;0,0002250916732009;0,0002250915713375;-0,019179;-0,003614;3,661663854070962e-12;0,790527;0,9768;-60,7361;-59,7153;14,8007;0,0951229758761788;IQ_2024-04-20T22-07-25_163901257.json;1;chirp;0,0008977451733589374;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4817;16,3168;0,0002248165255878;0,0002248165255878;-0,007722;0,000111;3,657078112562218e-12;0,790039;1,1766;-60,7414;-59,7179;15,2813;0,0978004644932801;IQ_2024-04-20T22-07-25_163901257.json;2;pulse;0,003654911445495802;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4811;17,1275;0,0002248486125608;0,0002248486271128;-0,002321;-0,000861;3,65706423477441e-12;0,791504;0,8991;-60,7408;-59,7253;13,9195;0,0901843878515942;IQ_2024-04-20T22-07-25_163901257.json;3;chirp;0,0013554650599906211;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,388;16,7631;0,0002297183964401;0,0002297179744346;-0,000658;-0,00229;3,736843300072845e-12;0,791016;3,4578;-60,6477;-59,6296;14,516;0,0935318430859188;IQ_2024-04-20T22-07-28_554587464.json;0;chirp;0,006421117164341017;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4113;16,8395;0,000228489661822;0,0002284894726471;0,010221;0,000923;3,720229853343415e-12;0,790527;4,096;-60,671;-59,6502;14,3888;0,0928194798387015;IQ_2024-04-20T22-07-28_554587464.json;1;chirp;0,007407712608339905;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,5078;16,8734;0,0002234709099866;0,0002234707353636;-0,003215;-0,001858;3,6341984109566905e-12;0,791016;0,8693;-60,7675;-59,7493;14,3327;0,0925052374456511;IQ_2024-04-20T22-07-28_554587464.json;2;chirp;0,006358907773724291;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,503;16,6902;0,0002237160952063;0,0002237160806544;-0,010488;0,005298;3,640048332198553e-12;0,790039;0,8628;-60,7627;-59,7392;14,6382;0,0942154520996825;IQ_2024-04-20T22-07-28_554587464.json;3;chirp;0,003872583775673506;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4819;16,5316;0,0002248072269139;0,0002248070813948;-0,020162;0,004052;3,661553265449369e-12;0,790527;0,9729;-60,7416;-59,7208;14,908;0,095722131329659;IQ_2024-04-20T22-07-31_944364941.json;0;chirp;0,00129176759685914;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4854;16,3808;0,0002246253861812;0,0002246251679025;-0,028226;-0,000542;3,656744611973961e-12;0,790527;0,9298;-60,7451;-59,7243;15,1692;0,0971767335647301;IQ_2024-04-20T22-07-31_944364941.json;1;pulse;0,004308987461877257;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4198;16,728;0,0002280464104842;0,0002280461776535;-0,030817;0,002593;3,706957917709586e-12;0,790527;3,2014;-60,6795;-59,6586;14,5747;0,0938605285569618;IQ_2024-04-20T22-07-31_944364941.json;2;chirp;0,0016145562256605626;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-35,6034;16,9465;0,0002752085856627;0,0002752084692474;0,267881;0,001329;4,483451370579372e-12;0,790527;10,8873;-59,8631;-58,8422;14,2126;0,0918315151545792;IQ_2024-04-20T22-07-31_944364941.json;3;normal;0,03014593595349668;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4558;16,6938;0,0002261605113744;0,0002261604386148;-0,021632;-0,001199;3,678046582578087e-12;0,790527;0,9189;-60,7155;-59,6947;14,6321;0,0941814586694202;IQ_2024-04-20T22-07-35_506729085.json;0;chirp;0,0003842039515656028;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4546;16,9343;0,0002262251655338;0,0002262246998725;-0,027739;-0,000283;3,682719927622369e-12;0,791016;0,8582;-60,7143;-59,6961;14,2327;0,0919441736533127;IQ_2024-04-20T22-07-35_506729085.json;1;chirp;0,0011983832248763252;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4496;17,0013;0,0002264864888275;0,0002264863724121;-0,017476;-0,00106;3,68546165807615e-12;0,791016;1,143;-60,7093;-59,6911;14,1233;0,0913299157948357;IQ_2024-04-20T22-07-35_506729085.json;2;chirp;0,0012386891940151944;0;0,1258251626469985
5,2897;1734000000,0;48000000,0;-36,4778;16,8215;0,0002250175166409;0,0002250175311928;-0,009153;0,001602;3,659004956663159e-12;0,791016;0,8845;-60,7375;-59,7194;14,4186;0,0929865424747251;IQ_2024-04-20T22-07-35_506729085.json;3;chirp;0,0011490885058981562;0;0,1258251626469985
